call_id,timestamp,customer_id,provider_id,specialty,outcome,call_duration_s,api_latency_ms,workflow_steps_completed,error_code
CALL-01260,2026-02-10T19:09:51,CUS-101,PRV-006,Dermatology,TOOL_ERROR,480,588,2,ERR-3027
CALL-01949,2026-02-10T19:10:15,CUS-103,PRV-006,Pediatrics,NO_AVAILABILITY,194,658,1,ERR-7840
CALL-00529,2026-02-10T19:11:30,CUS-102,PRV-048,Pediatrics,SCHEDULED,360,504,7,
CALL-00694,2026-02-10T19:20:32,CUS-105,PRV-038,Neurology,NO_AVAILABILITY,402,646,1,ERR-3458
CALL-01944,2026-02-10T19:20:44,CUS-104,PRV-046,Family Medicine,SCHEDULED,191,68,6,
CALL-01864,2026-02-10T19:22:43,CUS-105,PRV-049,Cardiology,TOOL_ERROR,279,150,3,ERR-5667
CALL-01614,2026-02-10T19:24:11,CUS-104,PRV-043,Cardiology,TRANSFER,308,729,4,
CALL-00605,2026-02-10T19:25:12,CUS-101,PRV-018,Oncology,SCHEDULED,329,641,6,
CALL-01062,2026-02-10T19:25:19,CUS-102,PRV-035,Dermatology,NO_AVAILABILITY,210,74,1,ERR-1509
CALL-00934,2026-02-10T19:34:43,CUS-105,PRV-021,Cardiology,NO_AVAILABILITY,69,779,7,ERR-6871
CALL-01638,2026-02-10T19:38:15,CUS-103,PRV-018,Family Medicine,NO_AVAILABILITY,291,469,5,ERR-3807
CALL-01679,2026-02-10T19:43:28,CUS-104,PRV-017,Internal Medicine,SCHEDULED,229,213,5,
CALL-01388,2026-02-10T19:44:37,CUS-104,PRV-002,Dermatology,SCHEDULED,479,171,2,
CALL-00290,2026-02-10T19:47:37,CUS-105,PRV-046,Orthopedics,SCHEDULED,306,732,7,
CALL-01836,2026-02-10T19:58:22,CUS-102,PRV-027,Pediatrics,SCHEDULED,242,402,4,
CALL-01749,2026-02-10T19:58:35,CUS-101,PRV-023,Internal Medicine,SCHEDULED,501,251,1,
CALL-01390,2026-02-10T20:01:16,CUS-101,PRV-048,Internal Medicine,SCHEDULED,508,105,4,
CALL-01472,2026-02-10T20:02:16,CUS-103,PRV-046,Orthopedics,SCHEDULED,250,382,5,
CALL-00548,2026-02-10T20:06:18,CUS-104,PRV-011,Oncology,PATIENT_HANGUP,243,447,7,
CALL-01185,2026-02-10T20:06:38,CUS-105,PRV-036,Dermatology,TRANSFER,499,556,5,
CALL-01688,2026-02-10T20:09:06,CUS-102,PRV-005,Neurology,TOOL_ERROR,538,728,1,ERR-7102
CALL-01043,2026-02-10T20:11:55,CUS-103,PRV-014,Family Medicine,NO_AVAILABILITY,412,787,4,ERR-3707
CALL-01468,2026-02-10T20:12:54,CUS-101,PRV-008,Internal Medicine,NO_AVAILABILITY,172,780,4,ERR-5677
CALL-01444,2026-02-10T20:20:39,CUS-102,PRV-026,Oncology,NO_AVAILABILITY,574,482,5,ERR-9821
CALL-00196,2026-02-10T20:23:22,CUS-105,PRV-002,Neurology,SCHEDULED,453,403,3,
CALL-01754,2026-02-10T20:25:08,CUS-105,PRV-039,Pediatrics,PATIENT_HANGUP,455,318,3,
CALL-01309,2026-02-10T20:25:18,CUS-105,PRV-003,Dermatology,SCHEDULED,306,104,2,
CALL-00219,2026-02-10T20:28:24,CUS-101,PRV-026,Pediatrics,SCHEDULED,256,354,2,
CALL-00415,2026-02-10T20:31:00,CUS-101,PRV-005,Oncology,TRANSFER,310,800,4,
CALL-01299,2026-02-10T20:37:28,CUS-104,PRV-041,Internal Medicine,SCHEDULED,392,275,6,
CALL-01685,2026-02-10T20:39:46,CUS-103,PRV-043,Internal Medicine,SCHEDULED,401,127,3,
CALL-01748,2026-02-10T20:41:33,CUS-105,PRV-012,Oncology,NO_AVAILABILITY,540,535,5,ERR-9764
CALL-00327,2026-02-10T20:43:01,CUS-105,PRV-040,Pediatrics,CALL_FAILED,479,52,4,ERR-1849
CALL-00288,2026-02-10T20:49:19,CUS-104,PRV-033,Dermatology,TOOL_ERROR,396,315,3,ERR-9314
CALL-01397,2026-02-10T20:51:16,CUS-104,PRV-028,Cardiology,SCHEDULED,583,110,7,
CALL-00763,2026-02-10T20:54:08,CUS-101,PRV-027,Dermatology,SCHEDULED,78,371,1,
CALL-01858,2026-02-10T20:56:23,CUS-103,PRV-013,Pediatrics,SCHEDULED,205,303,1,
CALL-00172,2026-02-10T21:01:30,CUS-103,PRV-020,Neurology,SCHEDULED,467,661,3,
CALL-00445,2026-02-10T21:03:06,CUS-103,PRV-031,Internal Medicine,NO_AVAILABILITY,135,577,5,ERR-8107
CALL-00053,2026-02-10T21:05:28,CUS-105,PRV-002,Family Medicine,PATIENT_HANGUP,172,244,3,
CALL-01145,2026-02-10T21:06:44,CUS-105,PRV-033,Neurology,SCHEDULED,424,479,5,
CALL-01365,2026-02-10T21:10:20,CUS-103,PRV-045,Orthopedics,TIMEOUT,568,36658,3,ERR-5370
CALL-00827,2026-02-10T21:15:50,CUS-104,PRV-014,Pediatrics,SCHEDULED,90,519,6,
CALL-00032,2026-02-10T21:21:36,CUS-102,PRV-011,Internal Medicine,SCHEDULED,67,479,3,
CALL-00747,2026-02-10T21:21:59,CUS-102,PRV-011,Family Medicine,SCHEDULED,441,233,2,
CALL-01433,2026-02-10T21:22:37,CUS-102,PRV-041,Oncology,SCHEDULED,574,178,1,
CALL-01873,2026-02-10T21:25:11,CUS-102,PRV-008,Oncology,TRANSFER,408,666,6,
CALL-01417,2026-02-10T21:27:54,CUS-102,PRV-002,Orthopedics,SCHEDULED,542,521,7,
CALL-01594,2026-02-10T21:28:29,CUS-104,PRV-009,Oncology,SCHEDULED,346,466,2,
CALL-00043,2026-02-10T21:39:14,CUS-103,PRV-013,Cardiology,SCHEDULED,491,690,6,
CALL-00128,2026-02-10T21:39:29,CUS-102,PRV-025,Neurology,SCHEDULED,213,697,3,
CALL-01735,2026-02-10T21:40:41,CUS-103,PRV-029,Cardiology,SCHEDULED,329,541,3,
CALL-01508,2026-02-10T21:45:57,CUS-103,PRV-027,Pediatrics,NO_AVAILABILITY,485,225,2,ERR-5562
CALL-00397,2026-02-10T21:46:38,CUS-104,PRV-048,Neurology,SCHEDULED,340,709,7,
CALL-00900,2026-02-10T21:46:39,CUS-105,PRV-005,Cardiology,TOOL_ERROR,158,197,2,ERR-3625
CALL-01175,2026-02-10T21:47:46,CUS-103,PRV-011,Pediatrics,CALL_FAILED,440,215,2,ERR-3685
CALL-01350,2026-02-10T21:54:00,CUS-101,PRV-003,Internal Medicine,TIMEOUT,396,50944,2,ERR-4802
CALL-00871,2026-02-10T21:58:13,CUS-103,PRV-002,Internal Medicine,PATIENT_HANGUP,465,176,4,
CALL-01631,2026-02-11T07:01:26,CUS-102,PRV-023,Neurology,CALL_FAILED,496,253,1,ERR-7326
CALL-00177,2026-02-11T07:05:09,CUS-103,PRV-038,Neurology,SCHEDULED,527,796,5,
CALL-00448,2026-02-11T07:07:07,CUS-101,PRV-008,Family Medicine,TRANSFER,536,280,1,
CALL-00969,2026-02-11T07:09:57,CUS-101,PRV-044,Orthopedics,SCHEDULED,18,626,1,
CALL-00660,2026-02-11T07:14:52,CUS-103,PRV-017,Oncology,TOOL_ERROR,84,211,1,ERR-9755
CALL-01258,2026-02-11T07:18:43,CUS-101,PRV-019,Orthopedics,SCHEDULED,236,263,7,
CALL-00854,2026-02-11T07:20:27,CUS-104,PRV-021,Orthopedics,TIMEOUT,530,44421,7,ERR-5488
CALL-01781,2026-02-11T07:23:07,CUS-101,PRV-013,Cardiology,SCHEDULED,234,58,3,
CALL-00805,2026-02-11T07:26:13,CUS-101,PRV-027,Internal Medicine,SCHEDULED,488,663,7,
CALL-01134,2026-02-11T07:28:25,CUS-103,PRV-040,Family Medicine,SCHEDULED,349,341,7,
CALL-00626,2026-02-11T07:29:02,CUS-102,PRV-019,Dermatology,SCHEDULED,328,55,4,
CALL-00689,2026-02-11T07:35:45,CUS-102,PRV-004,Pediatrics,NO_AVAILABILITY,31,744,7,ERR-6789
CALL-01290,2026-02-11T07:35:51,CUS-102,PRV-026,Neurology,TRANSFER,165,494,6,
CALL-00593,2026-02-11T07:41:50,CUS-105,PRV-001,Family Medicine,SCHEDULED,427,87,5,
CALL-01184,2026-02-11T07:42:59,CUS-103,PRV-042,Neurology,SCHEDULED,22,372,1,
CALL-00819,2026-02-11T07:47:38,CUS-104,PRV-036,Orthopedics,PATIENT_HANGUP,180,518,3,
CALL-01947,2026-02-11T07:48:06,CUS-105,PRV-012,Neurology,TOOL_ERROR,430,222,2,ERR-8327
CALL-01532,2026-02-11T07:53:31,CUS-101,PRV-049,Family Medicine,TOOL_ERROR,147,524,3,ERR-1811
CALL-01649,2026-02-11T07:56:13,CUS-103,PRV-012,Orthopedics,PATIENT_HANGUP,176,736,1,
CALL-00579,2026-02-11T07:57:11,CUS-105,PRV-041,Cardiology,SCHEDULED,366,405,4,
CALL-01106,2026-02-11T08:00:15,CUS-103,PRV-028,Oncology,SCHEDULED,252,152,4,
CALL-00289,2026-02-11T08:03:48,CUS-101,PRV-029,Pediatrics,TRANSFER,20,514,3,
CALL-01014,2026-02-11T08:04:20,CUS-104,PRV-039,Pediatrics,SCHEDULED,546,556,7,
CALL-01063,2026-02-11T08:13:11,CUS-101,PRV-005,Pediatrics,SCHEDULED,136,482,3,
CALL-00902,2026-02-11T08:14:17,CUS-102,PRV-026,Dermatology,TOOL_ERROR,170,260,2,ERR-3333
CALL-00237,2026-02-11T08:20:02,CUS-102,PRV-032,Pediatrics,TOOL_ERROR,455,339,2,ERR-5321
CALL-00419,2026-02-11T08:21:01,CUS-105,PRV-016,Family Medicine,SCHEDULED,118,59,1,
CALL-00698,2026-02-11T08:22:35,CUS-105,PRV-005,Neurology,CALL_FAILED,250,509,7,ERR-7862
CALL-01942,2026-02-11T08:22:55,CUS-105,PRV-004,Internal Medicine,SCHEDULED,570,731,3,
CALL-01243,2026-02-11T08:23:46,CUS-105,PRV-018,Internal Medicine,SCHEDULED,591,175,2,
CALL-00002,2026-02-11T08:25:32,CUS-104,PRV-050,Internal Medicine,TOOL_ERROR,507,622,1,ERR-8993
CALL-01021,2026-02-11T08:28:24,CUS-102,PRV-050,Pediatrics,TOOL_ERROR,387,110,2,ERR-5040
CALL-00181,2026-02-11T08:29:07,CUS-105,PRV-009,Family Medicine,TOOL_ERROR,310,620,3,ERR-1665
CALL-01798,2026-02-11T08:31:53,CUS-103,PRV-010,Internal Medicine,SCHEDULED,286,760,2,
CALL-00073,2026-02-11T08:37:00,CUS-105,PRV-033,Oncology,PATIENT_HANGUP,316,113,3,
CALL-01796,2026-02-11T08:40:59,CUS-102,PRV-010,Pediatrics,TRANSFER,491,78,5,
CALL-00021,2026-02-11T08:44:49,CUS-104,PRV-009,Family Medicine,TOOL_ERROR,397,238,2,ERR-9051
CALL-00954,2026-02-11T08:45:13,CUS-104,PRV-014,Cardiology,SCHEDULED,405,260,6,
CALL-00932,2026-02-11T08:46:17,CUS-105,PRV-017,Cardiology,TOOL_ERROR,517,491,3,ERR-3184
CALL-00380,2026-02-11T08:48:06,CUS-105,PRV-050,Neurology,SCHEDULED,183,308,2,
CALL-01176,2026-02-11T08:48:59,CUS-103,PRV-020,Dermatology,SCHEDULED,174,174,1,
CALL-01291,2026-02-11T08:50:35,CUS-104,PRV-037,Oncology,SCHEDULED,89,271,1,
CALL-01453,2026-02-11T09:00:52,CUS-103,PRV-021,Oncology,PATIENT_HANGUP,516,503,1,
CALL-01988,2026-02-11T09:01:13,CUS-105,PRV-035,Orthopedics,NO_AVAILABILITY,104,740,7,ERR-4889
CALL-00709,2026-02-11T09:07:18,CUS-103,PRV-032,Family Medicine,SCHEDULED,188,345,3,
CALL-01675,2026-02-11T09:09:07,CUS-104,PRV-012,Oncology,CALL_FAILED,281,655,6,ERR-7266
CALL-01504,2026-02-11T09:10:09,CUS-105,PRV-031,Neurology,TRANSFER,91,510,1,
CALL-00521,2026-02-11T09:11:49,CUS-104,PRV-023,Neurology,SCHEDULED,507,760,4,
CALL-01959,2026-02-11T09:12:45,CUS-101,PRV-025,Neurology,SCHEDULED,309,169,6,
CALL-00849,2026-02-11T09:12:49,CUS-104,PRV-011,Internal Medicine,TRANSFER,175,383,5,
CALL-00174,2026-02-11T09:13:08,CUS-101,PRV-028,Dermatology,SCHEDULED,510,491,1,
CALL-01592,2026-02-11T09:13:23,CUS-103,PRV-048,Internal Medicine,NO_AVAILABILITY,532,521,7,ERR-9160
CALL-01810,2026-02-11T09:13:58,CUS-105,PRV-018,Dermatology,SCHEDULED,32,647,3,
CALL-01207,2026-02-11T09:18:17,CUS-102,PRV-028,Cardiology,SCHEDULED,557,116,5,
CALL-01028,2026-02-11T09:20:53,CUS-104,PRV-036,Cardiology,TRANSFER,346,455,2,
CALL-01853,2026-02-11T09:22:16,CUS-105,PRV-012,Cardiology,NO_AVAILABILITY,298,339,6,ERR-2440
CALL-00682,2026-02-11T09:24:29,CUS-102,PRV-009,Cardiology,SCHEDULED,295,137,2,
CALL-01161,2026-02-11T09:25:12,CUS-103,PRV-005,Cardiology,NO_AVAILABILITY,273,448,4,ERR-8594
CALL-01155,2026-02-11T09:41:49,CUS-105,PRV-007,Family Medicine,TRANSFER,305,82,4,
CALL-00402,2026-02-11T09:46:12,CUS-102,PRV-028,Internal Medicine,TRANSFER,325,342,5,
CALL-01237,2026-02-11T09:48:47,CUS-105,PRV-006,Dermatology,CALL_FAILED,507,150,4,ERR-9831
CALL-00149,2026-02-11T09:50:16,CUS-102,PRV-031,Neurology,NO_AVAILABILITY,63,201,3,ERR-5659
CALL-00894,2026-02-11T09:55:22,CUS-103,PRV-029,Oncology,NO_AVAILABILITY,99,566,7,ERR-9370
CALL-01654,2026-02-11T10:02:19,CUS-102,PRV-021,Cardiology,SCHEDULED,564,425,1,
CALL-01635,2026-02-11T10:05:54,CUS-103,PRV-040,Pediatrics,PATIENT_HANGUP,588,633,5,
CALL-01341,2026-02-11T10:06:13,CUS-102,PRV-024,Orthopedics,PATIENT_HANGUP,502,795,7,
CALL-00371,2026-02-11T10:14:18,CUS-105,PRV-005,Family Medicine,SCHEDULED,545,61,2,
CALL-01415,2026-02-11T10:14:53,CUS-102,PRV-049,Neurology,SCHEDULED,230,755,5,
CALL-01820,2026-02-11T10:17:34,CUS-103,PRV-033,Oncology,NO_AVAILABILITY,55,566,2,ERR-9647
CALL-00129,2026-02-11T10:21:08,CUS-101,PRV-045,Cardiology,SCHEDULED,128,526,4,
CALL-00978,2026-02-11T10:25:09,CUS-104,PRV-007,Family Medicine,SCHEDULED,437,102,2,
CALL-01720,2026-02-11T10:25:46,CUS-105,PRV-035,Dermatology,NO_AVAILABILITY,314,648,5,ERR-1458
CALL-01389,2026-02-11T10:27:59,CUS-103,PRV-036,Neurology,TRANSFER,411,364,2,
CALL-01203,2026-02-11T10:28:09,CUS-102,PRV-047,Dermatology,PATIENT_HANGUP,347,470,4,
CALL-00232,2026-02-11T10:39:28,CUS-102,PRV-024,Family Medicine,SCHEDULED,495,186,7,
CALL-00135,2026-02-11T10:41:05,CUS-101,PRV-031,Pediatrics,SCHEDULED,485,634,6,
CALL-01405,2026-02-11T10:42:51,CUS-102,PRV-039,Oncology,SCHEDULED,465,310,7,
CALL-00097,2026-02-11T10:46:18,CUS-103,PRV-013,Cardiology,SCHEDULED,109,108,6,
CALL-01464,2026-02-11T10:47:48,CUS-104,PRV-022,Orthopedics,SCHEDULED,410,595,1,
CALL-01403,2026-02-11T10:51:25,CUS-102,PRV-008,Orthopedics,SCHEDULED,593,495,2,
CALL-01843,2026-02-11T10:52:49,CUS-103,PRV-020,Oncology,NO_AVAILABILITY,327,720,2,ERR-8205
CALL-01205,2026-02-11T10:55:42,CUS-102,PRV-032,Family Medicine,NO_AVAILABILITY,462,100,3,ERR-1050
CALL-01520,2026-02-11T10:56:50,CUS-103,PRV-029,Pediatrics,TRANSFER,262,395,2,
CALL-00488,2026-02-11T10:59:09,CUS-104,PRV-002,Orthopedics,SCHEDULED,67,439,4,
CALL-01441,2026-02-11T11:01:50,CUS-105,PRV-027,Oncology,PATIENT_HANGUP,496,545,6,
CALL-01300,2026-02-11T11:01:57,CUS-104,PRV-029,Family Medicine,TRANSFER,415,216,1,
CALL-00202,2026-02-11T11:03:19,CUS-105,PRV-026,Orthopedics,TRANSFER,109,784,7,
CALL-01146,2026-02-11T11:05:15,CUS-102,PRV-040,Family Medicine,NO_AVAILABILITY,82,371,1,ERR-8137
CALL-00631,2026-02-11T11:05:19,CUS-105,PRV-041,Family Medicine,TRANSFER,399,497,1,
CALL-00492,2026-02-11T11:07:06,CUS-101,PRV-044,Internal Medicine,SCHEDULED,385,653,5,
CALL-01721,2026-02-11T11:20:00,CUS-105,PRV-011,Oncology,PATIENT_HANGUP,349,225,1,
CALL-00477,2026-02-11T11:22:06,CUS-101,PRV-023,Internal Medicine,SCHEDULED,24,153,4,
CALL-01476,2026-02-11T11:27:03,CUS-105,PRV-014,Neurology,CALL_FAILED,501,667,5,ERR-4562
CALL-00468,2026-02-11T11:27:33,CUS-102,PRV-020,Dermatology,NO_AVAILABILITY,431,370,7,ERR-2476
CALL-00734,2026-02-11T11:29:12,CUS-101,PRV-017,Family Medicine,SCHEDULED,454,145,2,
CALL-01744,2026-02-11T11:30:14,CUS-103,PRV-041,Orthopedics,SCHEDULED,159,354,5,
CALL-00485,2026-02-11T11:31:05,CUS-104,PRV-016,Internal Medicine,TOOL_ERROR,206,305,2,ERR-2884
CALL-01069,2026-02-11T11:35:49,CUS-104,PRV-014,Oncology,SCHEDULED,146,657,7,
CALL-01989,2026-02-11T11:43:40,CUS-105,PRV-045,Cardiology,SCHEDULED,382,629,5,
CALL-00756,2026-02-11T11:53:33,CUS-103,PRV-034,Dermatology,PATIENT_HANGUP,234,220,7,
CALL-01906,2026-02-11T11:53:35,CUS-104,PRV-037,Orthopedics,SCHEDULED,194,156,7,
CALL-00568,2026-02-11T11:56:42,CUS-103,PRV-020,Oncology,NO_AVAILABILITY,19,474,1,ERR-3512
CALL-01642,2026-02-11T11:57:54,CUS-105,PRV-023,Orthopedics,SCHEDULED,437,429,3,
CALL-00341,2026-02-11T12:00:33,CUS-105,PRV-043,Internal Medicine,SCHEDULED,534,622,7,
CALL-00760,2026-02-11T12:06:58,CUS-103,PRV-017,Cardiology,NO_AVAILABILITY,49,712,4,ERR-7525
CALL-01345,2026-02-11T12:08:15,CUS-105,PRV-034,Neurology,SCHEDULED,155,388,5,
CALL-00938,2026-02-11T12:11:45,CUS-104,PRV-017,Family Medicine,SCHEDULED,281,461,2,
CALL-00861,2026-02-11T12:12:43,CUS-103,PRV-017,Cardiology,SCHEDULED,435,487,4,
CALL-00808,2026-02-11T12:20:22,CUS-104,PRV-010,Family Medicine,PATIENT_HANGUP,525,265,5,
CALL-01042,2026-02-11T12:29:03,CUS-102,PRV-037,Pediatrics,SCHEDULED,39,367,1,
CALL-00917,2026-02-11T12:39:34,CUS-102,PRV-021,Pediatrics,SCHEDULED,107,704,4,
CALL-00658,2026-02-11T12:39:57,CUS-105,PRV-009,Dermatology,SCHEDULED,400,122,5,
CALL-01408,2026-02-11T12:40:37,CUS-101,PRV-049,Dermatology,TIMEOUT,66,44645,5,ERR-8956
CALL-00976,2026-02-11T12:42:25,CUS-102,PRV-047,Orthopedics,SCHEDULED,210,632,2,
CALL-00832,2026-02-11T12:46:32,CUS-105,PRV-026,Family Medicine,TRANSFER,189,402,6,
CALL-00595,2026-02-11T12:48:22,CUS-104,PRV-006,Neurology,SCHEDULED,63,452,3,
CALL-00422,2026-02-11T12:52:15,CUS-103,PRV-043,Oncology,SCHEDULED,73,414,7,
CALL-00039,2026-02-11T12:57:24,CUS-101,PRV-049,Oncology,PATIENT_HANGUP,81,349,4,
CALL-01085,2026-02-11T13:03:48,CUS-104,PRV-003,Neurology,TIMEOUT,43,36311,6,ERR-7122
CALL-00554,2026-02-11T13:05:19,CUS-104,PRV-027,Orthopedics,CALL_FAILED,280,238,7,ERR-1880
CALL-00790,2026-02-11T13:05:21,CUS-104,PRV-042,Internal Medicine,SCHEDULED,306,368,4,
CALL-00592,2026-02-11T13:07:07,CUS-104,PRV-011,Neurology,TRANSFER,257,640,1,
CALL-00794,2026-02-11T13:16:47,CUS-101,PRV-039,Family Medicine,TRANSFER,499,779,3,
CALL-01751,2026-02-11T13:20:53,CUS-102,PRV-021,Orthopedics,SCHEDULED,539,101,1,
CALL-00888,2026-02-11T13:23:42,CUS-102,PRV-038,Cardiology,TOOL_ERROR,409,697,1,ERR-4242
CALL-01840,2026-02-11T13:26:01,CUS-101,PRV-006,Internal Medicine,TRANSFER,549,196,4,
CALL-01009,2026-02-11T13:29:56,CUS-104,PRV-021,Oncology,SCHEDULED,490,513,2,
CALL-00408,2026-02-11T13:31:19,CUS-105,PRV-005,Oncology,PATIENT_HANGUP,142,444,5,
CALL-00458,2026-02-11T13:41:57,CUS-102,PRV-026,Family Medicine,SCHEDULED,275,742,4,
CALL-00235,2026-02-11T13:42:23,CUS-102,PRV-036,Cardiology,TRANSFER,281,223,5,
CALL-00146,2026-02-11T13:43:34,CUS-102,PRV-031,Neurology,SCHEDULED,36,348,2,
CALL-01371,2026-02-11T13:46:50,CUS-101,PRV-036,Orthopedics,SCHEDULED,60,321,7,
CALL-00539,2026-02-11T13:57:47,CUS-105,PRV-007,Internal Medicine,SCHEDULED,406,538,5,
CALL-01440,2026-02-11T14:09:16,CUS-101,PRV-040,Dermatology,SCHEDULED,47,247,6,
CALL-01358,2026-02-11T14:10:13,CUS-105,PRV-030,Neurology,SCHEDULED,184,532,4,
CALL-00612,2026-02-11T14:13:10,CUS-102,PRV-023,Pediatrics,TOOL_ERROR,309,53,1,ERR-4032
CALL-01756,2026-02-11T14:14:36,CUS-101,PRV-035,Orthopedics,PATIENT_HANGUP,363,217,1,
CALL-00981,2026-02-11T14:15:55,CUS-102,PRV-049,Family Medicine,SCHEDULED,558,693,1,
CALL-00707,2026-02-11T14:21:03,CUS-105,PRV-034,Oncology,SCHEDULED,408,376,7,
CALL-00065,2026-02-11T14:29:54,CUS-102,PRV-019,Neurology,TRANSFER,145,570,1,
CALL-00225,2026-02-11T14:30:55,CUS-102,PRV-017,Internal Medicine,CALL_FAILED,350,338,2,ERR-2382
CALL-00188,2026-02-11T14:31:14,CUS-102,PRV-002,Dermatology,TOOL_ERROR,84,560,3,ERR-1438
CALL-00016,2026-02-11T14:34:08,CUS-102,PRV-042,Internal Medicine,TRANSFER,222,191,3,
CALL-01396,2026-02-11T14:37:43,CUS-103,PRV-024,Pediatrics,NO_AVAILABILITY,191,302,7,ERR-2743
CALL-00715,2026-02-11T14:40:47,CUS-105,PRV-044,Dermatology,TOOL_ERROR,337,89,2,ERR-2645
CALL-01089,2026-02-11T14:41:51,CUS-103,PRV-020,Neurology,PATIENT_HANGUP,496,573,7,
CALL-01424,2026-02-11T14:42:05,CUS-102,PRV-013,Oncology,TRANSFER,321,659,4,
CALL-00187,2026-02-11T14:42:38,CUS-104,PRV-032,Pediatrics,SCHEDULED,480,160,1,
CALL-00725,2026-02-11T14:46:14,CUS-103,PRV-041,Cardiology,SCHEDULED,434,276,2,
CALL-00052,2026-02-11T14:53:19,CUS-102,PRV-034,Pediatrics,SCHEDULED,398,88,7,
CALL-00161,2026-02-11T14:55:33,CUS-103,PRV-005,Oncology,SCHEDULED,434,704,4,
CALL-00993,2026-02-11T15:02:08,CUS-105,PRV-001,Cardiology,SCHEDULED,219,531,4,
CALL-01879,2026-02-11T15:04:14,CUS-101,PRV-001,Pediatrics,PATIENT_HANGUP,450,665,7,
CALL-01560,2026-02-11T15:08:40,CUS-102,PRV-009,Internal Medicine,SCHEDULED,105,334,3,
CALL-01830,2026-02-11T15:09:48,CUS-105,PRV-020,Internal Medicine,NO_AVAILABILITY,208,701,3,ERR-1197
CALL-00454,2026-02-11T15:10:27,CUS-101,PRV-016,Pediatrics,SCHEDULED,546,350,6,
CALL-00117,2026-02-11T15:10:28,CUS-102,PRV-038,Cardiology,SCHEDULED,400,211,1,
CALL-00961,2026-02-11T15:18:18,CUS-105,PRV-017,Dermatology,TOOL_ERROR,419,256,1,ERR-9158
CALL-00848,2026-02-11T15:19:20,CUS-105,PRV-031,Dermatology,CALL_FAILED,230,634,6,ERR-3532
CALL-00857,2026-02-11T15:23:28,CUS-103,PRV-008,Family Medicine,SCHEDULED,90,382,6,
CALL-01846,2026-02-11T15:26:05,CUS-104,PRV-027,Internal Medicine,SCHEDULED,340,153,6,
CALL-00950,2026-02-11T15:30:39,CUS-104,PRV-020,Family Medicine,NO_AVAILABILITY,309,750,6,ERR-1903
CALL-01439,2026-02-11T15:32:06,CUS-104,PRV-022,Cardiology,PATIENT_HANGUP,383,335,7,
CALL-01091,2026-02-11T15:33:39,CUS-101,PRV-017,Pediatrics,NO_AVAILABILITY,310,658,5,ERR-4732
CALL-01093,2026-02-11T15:43:26,CUS-103,PRV-017,Oncology,CALL_FAILED,207,677,2,ERR-5833
CALL-00355,2026-02-11T15:44:30,CUS-104,PRV-031,Pediatrics,TRANSFER,52,262,2,
CALL-00812,2026-02-11T15:47:31,CUS-102,PRV-025,Internal Medicine,SCHEDULED,141,149,4,
CALL-01404,2026-02-11T15:55:33,CUS-103,PRV-029,Oncology,NO_AVAILABILITY,274,558,1,ERR-1089
CALL-01475,2026-02-11T15:57:04,CUS-104,PRV-023,Internal Medicine,SCHEDULED,275,736,3,
CALL-00991,2026-02-11T15:57:58,CUS-101,PRV-032,Neurology,PATIENT_HANGUP,68,714,2,
CALL-01668,2026-02-11T16:02:51,CUS-105,PRV-045,Neurology,SCHEDULED,561,338,6,
CALL-01097,2026-02-11T16:04:16,CUS-101,PRV-025,Oncology,SCHEDULED,208,310,4,
CALL-00752,2026-02-11T16:06:08,CUS-105,PRV-038,Oncology,SCHEDULED,298,680,6,
CALL-01284,2026-02-11T16:06:18,CUS-101,PRV-050,Pediatrics,TRANSFER,214,229,2,
CALL-00636,2026-02-11T16:06:52,CUS-103,PRV-037,Family Medicine,CALL_FAILED,77,174,6,ERR-9369
CALL-00450,2026-02-11T16:08:06,CUS-103,PRV-005,Internal Medicine,SCHEDULED,35,453,5,
CALL-01681,2026-02-11T16:09:01,CUS-104,PRV-006,Oncology,SCHEDULED,100,195,7,
CALL-00518,2026-02-11T16:11:43,CUS-104,PRV-010,Pediatrics,TRANSFER,308,406,1,
CALL-00590,2026-02-11T16:13:33,CUS-102,PRV-007,Pediatrics,TOOL_ERROR,91,637,3,ERR-7909
CALL-01154,2026-02-11T16:18:39,CUS-105,PRV-005,Pediatrics,SCHEDULED,488,670,7,
CALL-00780,2026-02-11T16:21:30,CUS-104,PRV-020,Cardiology,NO_AVAILABILITY,254,569,1,ERR-7897
CALL-00879,2026-02-11T16:26:52,CUS-102,PRV-027,Internal Medicine,SCHEDULED,546,205,6,
CALL-01632,2026-02-11T16:27:39,CUS-102,PRV-030,Family Medicine,SCHEDULED,594,715,3,
CALL-00712,2026-02-11T16:27:46,CUS-104,PRV-034,Internal Medicine,PATIENT_HANGUP,317,162,6,
CALL-00918,2026-02-11T16:31:40,CUS-102,PRV-049,Oncology,SCHEDULED,512,409,3,
CALL-00325,2026-02-11T16:32:31,CUS-102,PRV-036,Orthopedics,CALL_FAILED,594,738,6,ERR-3875
CALL-00803,2026-02-11T16:32:34,CUS-102,PRV-045,Cardiology,SCHEDULED,499,270,7,
CALL-00650,2026-02-11T16:39:53,CUS-104,PRV-005,Cardiology,SCHEDULED,177,287,1,
CALL-00036,2026-02-11T16:40:35,CUS-102,PRV-004,Internal Medicine,SCHEDULED,372,87,2,
CALL-00368,2026-02-11T16:40:51,CUS-105,PRV-039,Oncology,NO_AVAILABILITY,224,450,1,ERR-9757
